Distance_km,Avg_Speed_kmph,Number_of_Signals,Traffic_Level,Weather,Road_Type,Vehicle_Type,Day_of_Week,Time_of_Day,Travel_Time_Minutes
4.23,21.4,5,High,Clear,Rural Road,Bus,Thursday,Evening,31.8
11.78,77.7,5,Medium,Clear,Highway,Car,Saturday,Night,12.2
7.34,27.4,7,High,Clear,Rural Road,Car,Saturday,Morning,26.4
23.04,47.7,9,Low,Clear,Rural Road,Truck,Sunday,Evening,38.0
12.07,10.5,10,Low,Rainy,City Road,Bus,Saturday,Morning,82.5
6.18,26.7,7,Medium,Clear,City Road,Car,Sunday,Night,21.5
3.58,40.5,7,Low,Clear,City Road,Car,Sunday,Afternoon,10.7
4.37,10.9,8,Medium,Stormy,City Road,Car,Sunday,Night,39.5
14.5,62.2,7,Low,Stormy,Highway,Bike,Thursday,Night,22.3
24.47,31.2,14,Medium,Clear,City Road,Car,Wednesday,Afternoon,53.9
16.16,27.3,11,Medium,Clear,City Road,Truck,Wednesday,Afternoon,50.0
11.11,8.0,11,High,Rainy,City Road,Bus,Sunday,Afternoon,102.9
31.86,71.3,14,Low,Rainy,Highway,Bike,Tuesday,Afternoon,29.8
18.09,51.5,8,High,Clear,Highway,Car,Saturday,Afternoon,34.0
13.98,38.2,10,Medium,Rainy,Rural Road,Bus,Friday,Evening,38.0
9.64,37.6,10,Low,Clear,City Road,Bike,Monday,Afternoon,14.8
25.16,18.7,16,Medium,Clear,City Road,Bus,Thursday,Night,93.8
10.17,45.9,7,Medium,Rainy,Rural Road,Car,Tuesday,Afternoon,23.0
7.32,67.8,6,Low,Rainy,Highway,Bike,Saturday,Afternoon,16.0
11.38,62.5,7,Medium,Foggy,Highway,Bus,Thursday,Afternoon,29.3
12.67,68.6,4,Low,Clear,Highway,Truck,Wednesday,Evening,18.1
18.95,24.8,14,Medium,Clear,City Road,Bike,Monday,Morning,51.7
7.22,44.8,5,Medium,Clear,Rural Road,Bike,Monday,Afternoon,11.4
8.01,75.0,4,Medium,Clear,Highway,Car,Saturday,Afternoon,10.5
8.26,45.9,1,High,Clear,Highway,Bike,Sunday,Evening,20.9
11.04,68.7,3,Low,Clear,Highway,Truck,Wednesday,Morning,16.9
6.26,16.3,8,High,Clear,City Road,Bike,Saturday,Afternoon,31.1
22.89,8.0,12,High,Rainy,City Road,Car,Thursday,Evening,186.8
4.4,45.4,2,High,Clear,Highway,Car,Wednesday,Night,12.8
25.56,52.0,11,High,Clear,Highway,Bike,Thursday,Afternoon,45.7
17.93,46.3,11,Low,Rainy,City Road,Bus,Friday,Night,32.4
6.97,12.9,9,Medium,Clear,City Road,Car,Sunday,Evening,40.8
10.55,44.2,4,Low,Foggy,Rural Road,Car,Thursday,Night,22.9
7.62,8.0,9,High,Clear,City Road,Truck,Wednesday,Morning,74.9
18.1,39.2,13,Medium,Clear,City Road,Bike,Saturday,Night,32.1
24.12,62.4,7,Low,Foggy,Highway,Car,Thursday,Afternoon,34.6
47.58,14.5,18,High,Rainy,Rural Road,Car,Wednesday,Morning,217.0
15.6,67.4,5,Low,Rainy,Highway,Car,Thursday,Morning,16.6
4.47,28.1,4,Medium,Rainy,Rural Road,Car,Thursday,Evening,15.7
6.66,18.2,9,Medium,Clear,City Road,Bike,Monday,Evening,23.0
15.18,38.9,7,Low,Rainy,Rural Road,Bike,Monday,Morning,32.2
10.8,31.5,6,Medium,Foggy,Rural Road,Bike,Friday,Night,34.7
17.79,35.4,8,High,Stormy,Highway,Bike,Tuesday,Afternoon,54.0
14.12,76.7,6,Low,Clear,Highway,Car,Thursday,Evening,13.6
7.03,24.0,8,Medium,Clear,City Road,Car,Saturday,Evening,19.4
9.85,26.8,8,Low,Rainy,City Road,Car,Tuesday,Evening,26.9
18.26,23.7,12,Medium,Clear,City Road,Car,Wednesday,Evening,51.3
14.56,44.8,11,Low,Clear,City Road,Bike,Sunday,Night,22.4
17.9,28.5,11,High,Clear,Rural Road,Car,Monday,Evening,56.6
5.36,13.6,7,High,Clear,City Road,Bike,Saturday,Night,36.9
7.32,84.1,4,Low,Clear,Highway,Car,Tuesday,Night,5.4
21.99,33.5,14,Low,Clear,City Road,Car,Sunday,Afternoon,41.5
5.49,10.7,10,Medium,Clear,City Road,Car,Wednesday,Evening,36.8
17.32,31.1,11,Medium,Clear,City Road,Bike,Monday,Morning,43.3
5.12,16.3,10,Medium,Foggy,City Road,Bike,Saturday,Night,29.8
12.56,81.3,5,Low,Clear,Highway,Bus,Tuesday,Night,15.7
9.05,48.9,9,Low,Clear,Rural Road,Car,Wednesday,Night,13.8
6.97,8.0,9,High,,City Road,Bike,Thursday,Evening,61.8
13.13,41.4,5,Medium,Clear,Rural Road,Bus,Saturday,Night,26.5
21.4,40.2,8,High,Stormy,Highway,Car,Wednesday,Night,60.5
7.91,47.4,6,Medium,Foggy,Highway,Car,Sunday,Morning,25.5
3.17,13.3,7,High,Clear,City Road,Car,Thursday,Afternoon,25.4
10.98,28.3,10,Low,Clear,City Road,Car,Wednesday,Evening,22.5
6.93,60.8,6,Low,Clear,Rural Road,Bus,Wednesday,Afternoon,14.3
18.47,51.3,7,High,Clear,Highway,Car,Saturday,Evening,34.1
9.03,8.0,9,High,Clear,City Road,Bike,Friday,Evening,80.2
8.08,58.4,3,Low,Clear,Rural Road,Bus,Monday,Night,16.8
9.61,28.8,12,Medium,Clear,City Road,Car,Saturday,Night,24.8
21.39,52.3,7,Medium,Rainy,Highway,Bike,Wednesday,Morning,34.9
14.97,29.8,11,Medium,Clear,City Road,Car,Wednesday,Afternoon,36.2
6.34,58.2,5,Low,Clear,Rural Road,Car,Monday,Afternoon,10.7
5.36,8.0,8,High,Clear,City Road,Car,Sunday,Evening,51.5
25.36,42.5,13,Low,Clear,City Road,Car,Monday,Afternoon,45.9
7.96,82.5,2,Medium,Clear,Highway,Car,Sunday,Night,4.0
21.75,40.9,14,Low,Clear,City Road,Bike,Monday,Afternoon,39.5
10.73,55.2,5,Low,Clear,Rural Road,Bike,Thursday,Afternoon,10.4
7.38,69.6,0,Medium,Clear,Highway,Bike,Monday,Night,7.5
7.72,30.4,9,Low,Foggy,City Road,Car,Thursday,Afternoon,28.3
11.02,8.0,9,Medium,Foggy,City Road,Truck,Saturday,Morning,98.8
3.08,63.5,4,Low,Clear,Rural Road,Car,Friday,Afternoon,3.0
7.52,59.9,3,High,Clear,Highway,Bus,Thursday,Afternoon,21.6
30.43,25.8,12,Medium,Rainy,Rural Road,Bike,Monday,Evening,80.4
35.4,8.0,18,High,Rainy,City Road,Bike,Sunday,Evening,279.8
7.98,44.2,3,Low,Clear,Rural Road,Car,Wednesday,Evening,12.6
16.82,81.5,6,Low,Clear,Highway,Bus,Thursday,Afternoon,21.4
14.74,62.3,6,Medium,Clear,Highway,Bike,Sunday,Evening,19.4
5.8,15.1,6,Medium,Rainy,City Road,Car,Friday,Morning,30.2
16.98,26.9,13,Low,Clear,City Road,Bus,Saturday,Morning,45.0
9.48,44.6,5,Low,Clear,Rural Road,Car,Tuesday,Evening,14.5
12.27,50.7,4,Medium,Clear,Rural Road,Bike,Thursday,Night,16.3
18.86,29.3,12,Low,Clear,City Road,Bike,Thursday,Evening,41.7
9.85,23.8,6,Medium,Clear,Rural Road,Bus,Tuesday,Morning,34.3
9.79,31.2,9,Low,Rainy,City Road,Car,Wednesday,Night,28.1
15.97,52.1,12,Low,Clear,City Road,Car,Saturday,Afternoon,21.9
22.1,26.2,15,Medium,Clear,City Road,Car,Sunday,Evening,59.8
15.47,27.1,15,Medium,Clear,City Road,Car,Saturday,Night,41.8
10.06,27.7,11,Low,Foggy,City Road,Bike,Sunday,Night,31.1
20.82,25.4,11,Medium,Clear,City Road,Car,Sunday,Morning,59.8
14.41,8.0,11,High,Clear,City Road,Bus,Tuesday,Morning,123.1
24.71,57.7,9,Medium,Clear,Highway,Car,Saturday,Evening,27.2
28.34,35.0,13,Medium,Foggy,Rural Road,Car,Friday,Night,61.5
15.33,55.0,5,High,Rainy,Highway,Car,Sunday,Night,28.6
23.75,8.0,14,Medium,Foggy,City Road,Car,Friday,Evening,185.8
24.14,46.8,8,High,Rainy,Highway,Car,Monday,Morning,51.4
11.36,8.0,9,High,Clear,City Road,Car,Thursday,Evening,100.3
24.14,55.1,9,Low,Clear,Highway,Car,Saturday,Evening,30.8
12.6,73.7,5,Medium,Clear,Highway,Car,Monday,Afternoon,15.3
17.88,16.7,10,Medium,Rainy,City Road,Bike,Thursday,Evening,74.7
11.9,8.0,12,High,Rainy,City Road,Bus,Friday,Morning,109.9
4.83,48.5,4,Medium,Clear,Rural Road,Bike,Thursday,Night,10.4
32.83,36.0,11,Low,Foggy,Rural Road,Car,Saturday,Morning,67.6
17.49,68.7,7,Medium,Clear,Highway,Car,Monday,Night,21.4
18.35,53.9,6,Low,Clear,Rural Road,Car,Wednesday,Night,23.7
13.29,19.7,9,High,Clear,Rural Road,Bike,Sunday,Evening,56.2
24.04,16.0,17,Medium,Foggy,City Road,Bike,Thursday,Night,104.3
11.22,48.9,5,Medium,Foggy,Highway,Car,Tuesday,Night,22.5
11.64,8.0,9,High,Clear,City Road,Car,Monday,Morning,101.6
6.39,8.0,7,Medium,Stormy,City Road,Car,Friday,Evening,66.0
14.07,8.0,10,Medium,Foggy,City Road,Car,Sunday,Evening,118.4
23.37,8.0,10,High,Foggy,Rural Road,Truck,Monday,Night,200.0
11.3,33.3,7,High,Foggy,Highway,Car,Monday,Evening,36.1
5.88,8.0,9,High,Clear,City Road,Car,Wednesday,Evening,58.4
20.72,22.4,15,Low,Rainy,City Road,Car,Tuesday,Evening,61.3
16.05,8.0,12,Medium,Rainy,City Road,Car,Monday,Morning,132.0
30.7,79.8,10,Low,Rainy,Highway,Car,Wednesday,Afternoon,28.9
7.73,22.8,4,High,Clear,Rural Road,Car,Friday,Afternoon,34.1
17.53,17.9,12,Medium,Rainy,City Road,Car,Saturday,Night,74.1
5.73,8.0,6,Medium,Stormy,City Road,Car,Wednesday,Night,56.2
12.09,78.5,6,Low,Clear,Highway,Bike,Friday,Evening,9.1
13.42,16.1,12,Low,Stormy,City Road,Bike,Saturday,Morning,61.6
4.51,59.6,3,Medium,Clear,Highway,Car,Monday,Evening,9.9
22.43,37.3,15,Low,Clear,City Road,Bus,Saturday,Afternoon,49.3
19.12,32.9,10,Low,Clear,City Road,Car,Tuesday,Evening,37.7
16.05,8.0,14,High,Rainy,City Road,Truck,Friday,Afternoon,145.2
5.95,15.9,2,High,Rainy,Rural Road,Truck,Saturday,Evening,40.0
8.17,29.3,9,Low,Clear,City Road,Car,Saturday,Morning,26.1
20.36,26.6,14,Low,Rainy,City Road,Car,Wednesday,Morning,55.0
12.02,49.4,6,High,Clear,Highway,Bus,Friday,Morning,32.2
10.69,42.0,4,Medium,Clear,Rural Road,Car,Monday,Night,21.5
23.74,8.0,13,Medium,Foggy,City Road,Car,Thursday,Morning,192.5
13.14,30.8,11,Low,Rainy,City Road,Bike,Sunday,Afternoon,31.8
6.26,64.8,4,Low,Rainy,Highway,Car,Tuesday,Afternoon,15.4
20.22,32.4,11,Low,Rainy,City Road,Bus,Tuesday,Night,44.6
5.79,50.7,4,Medium,Stormy,Highway,Bike,Friday,Afternoon,16.5
12.08,37.1,8,Low,Clear,City Road,Bus,Thursday,Night,30.0
14.19,33.5,12,Low,Clear,City Road,Bike,Thursday,Night,27.9
17.9,27.9,11,Medium,Clear,City Road,Bike,Tuesday,Evening,41.5
5.02,44.7,3,High,Rainy,Highway,Bike,Tuesday,Afternoon,18.3
2.79,10.8,7,High,Rainy,City Road,Truck,Saturday,Evening,33.3
2.86,14.2,9,Medium,Rainy,City Road,Truck,Wednesday,Evening,28.6
25.39,23.8,15,Medium,Clear,City Road,Bus,Saturday,Morning,83.1
4.52,70.2,2,Medium,Clear,Highway,Bus,Thursday,Night,12.9
29.0,33.7,17,Low,Rainy,City Road,Bike,Wednesday,Afternoon,64.4
21.43,57.5,12,Medium,Stormy,Highway,Car,Tuesday,Night,38.9
6.93,67.5,5,Medium,Clear,Highway,Bus,Friday,Evening,16.2
3.38,21.2,7,Medium,Clear,City Road,Car,Tuesday,Night,18.2
12.61,26.3,5,High,Clear,Rural Road,Car,Sunday,Morning,43.1
8.93,24.5,4,High,Clear,Rural Road,Car,Wednesday,Morning,36.3
23.95,32.2,15,Low,Clear,City Road,Bike,Saturday,Morning,50.0
14.11,38.6,10,Medium,Clear,City Road,Bike,Thursday,Night,30.8
12.16,40.8,10,Low,Rainy,City Road,Car,Wednesday,Night,25.6
10.72,34.5,12,Medium,Clear,City Road,Car,Thursday,Night,28.4
17.87,77.3,7,Low,Clear,Highway,Car,Thursday,Afternoon,20.3
11.53,49.0,4,Low,Clear,Rural Road,Car,Thursday,Afternoon,13.5
32.2,21.8,17,High,Foggy,Rural Road,Car,Sunday,Afternoon,106.4
4.42,36.8,10,Medium,Clear,City Road,Bike,Friday,Night,18.3
10.07,8.0,10,High,Clear,City Road,Car,Monday,Afternoon,91.7
16.47,37.4,14,Low,Clear,City Road,Car,Monday,Evening,34.4
15.28,62.7,6,Low,Rainy,Highway,Car,Monday,Evening,21.7
32.15,9.0,18,Medium,Foggy,City Road,Bike,Friday,Afternoon,221.6
7.81,57.3,4,Low,Clear,Rural Road,Bus,Tuesday,Afternoon,15.5
2.08,51.5,1,Low,Clear,Rural Road,Car,Wednesday,Evening,3.0
20.52,13.2,17,High,Clear,City Road,Car,Saturday,Night,110.6
13.74,58.7,4,Low,Rainy,Highway,Bike,Monday,Morning,18.5
20.62,68.6,9,Low,Foggy,Highway,Car,Tuesday,Evening,20.7
14.86,33.7,8,Medium,Clear,Rural Road,Bus,Monday,Morning,40.2
2.57,27.8,8,Medium,Clear,City Road,Truck,Tuesday,Morning,16.3
15.4,8.0,11,Medium,Rainy,City Road,Bike,Monday,Evening,126.3
7.77,64.1,4,Medium,Rainy,Highway,Truck,Friday,Afternoon,19.4
10.07,16.9,10,High,Clear,City Road,Car,Saturday,Afternoon,49.5
11.31,76.4,6,Low,Clear,Highway,Car,Tuesday,Morning,11.7
5.79,37.5,8,Medium,Clear,City Road,Car,Thursday,Night,17.3
7.62,57.9,4,Medium,Rainy,Highway,Car,Wednesday,Night,17.8
18.56,24.6,7,High,Rainy,Rural Road,Car,Monday,Night,62.5
18.54,8.0,16,Medium,Rainy,City Road,Car,Thursday,Morning,159.7
4.12,8.0,8,Medium,Foggy,City Road,Bike,Friday,Morning,39.2
13.82,69.1,6,Low,Clear,Highway,Car,Tuesday,Morning,14.0
19.69,34.0,12,Low,Clear,City Road,Bike,Saturday,Morning,43.6
13.03,88.4,4,Low,Clear,Highway,Car,Sunday,Afternoon,10.8
14.28,59.3,7,Medium,Foggy,Highway,Car,Monday,Evening,28.2
4.31,22.2,7,Low,Rainy,City Road,Car,Tuesday,Morning,19.5
23.45,46.5,11,Medium,Clear,Rural Road,Bike,Wednesday,Afternoon,35.4
6.1,76.7,1,Low,Clear,Highway,Bike,Saturday,Evening,5.6
9.77,50.8,7,High,Rainy,Highway,Bike,Monday,Afternoon,26.3
19.79,8.0,14,High,Rainy,City Road,Car,Thursday,Afternoon,164.2
28.04,24.4,16,Low,Rainy,City Road,Car,Thursday,Evening,79.8
10.25,39.4,10,Low,Clear,City Road,Truck,Monday,Night,22.1
36.63,42.0,16,Low,Foggy,Rural Road,Car,Monday,Afternoon,67.7
13.3,12.3,5,High,Rainy,Rural Road,Car,Monday,Morning,83.8
12.45,46.4,9,Low,Rainy,Rural Road,Car,Monday,Night,29.6
6.65,12.0,9,Medium,Rainy,City Road,Car,Thursday,Evening,44.3
9.9,52.3,3,Medium,Foggy,Highway,Car,Sunday,Afternoon,20.3
13.97,39.3,4,High,Foggy,Highway,Car,Wednesday,Evening,38.6
16.59,64.6,8,Medium,Rainy,Highway,Bike,Tuesday,Night,21.3
16.16,31.4,12,Medium,Clear,City Road,Truck,Tuesday,Morning,49.1
9.29,31.8,6,High,Clear,Rural Road,Car,Sunday,Night,32.8
25.26,17.9,15,Low,Foggy,City Road,Car,Sunday,Evening,98.9
12.69,8.0,9,High,Rainy,City Road,Bus,Friday,Evening,118.8
12.22,55.2,7,Low,Clear,Rural Road,Car,Thursday,Night,14.5
6.37,32.8,8,Medium,Clear,City Road,Bus,Tuesday,Afternoon,21.3
17.54,8.0,12,High,Foggy,City Road,Car,Sunday,Night,145.5
11.82,42.6,9,Medium,Foggy,Highway,Bike,Monday,Evening,27.1
10.33,23.3,7,Medium,Stormy,Rural Road,Truck,Tuesday,Night,45.2
5.21,40.1,9,Low,Clear,City Road,Car,Friday,Afternoon,13.9
5.34,57.7,7,Medium,Rainy,Highway,Bus,Tuesday,Evening,21.2
14.8,10.6,12,Medium,Foggy,City Road,Bike,Monday,Afternoon,96.8
27.33,31.3,16,Medium,Clear,City Road,Bus,Friday,Afternoon,67.3
10.8,31.1,9,Medium,Clear,City Road,Car,Monday,Afternoon,25.0
10.75,59.7,4,Low,Stormy,Highway,Car,Tuesday,Night,24.3
17.67,37.1,9,Low,Clear,City Road,Car,Friday,Night,31.5
22.98,20.3,15,Low,Rainy,City Road,Truck,Tuesday,Morning,85.5
8.78,62.7,2,Medium,Rainy,Highway,Car,Saturday,Night,18.7
6.43,69.6,5,Low,Rainy,Highway,Car,Monday,Evening,14.2
11.64,53.0,5,High,Clear,Highway,Bus,Friday,Morning,30.0
16.03,31.4,8,Medium,Rainy,Rural Road,Car,Monday,Night,42.1
2.87,31.1,7,Low,Clear,City Road,Bike,Saturday,Morning,8.8
9.51,8.0,11,Medium,Foggy,City Road,Car,Saturday,Night,81.3
10.97,15.5,12,High,Clear,City Road,Bike,Saturday,Afternoon,52.2
10.14,75.0,5,Low,Rainy,Highway,Car,Tuesday,Night,13.6
4.91,39.9,6,Low,Rainy,City Road,Car,Tuesday,Afternoon,10.5
9.53,23.1,11,Low,Clear,City Road,Bike,Sunday,Morning,26.2
11.07,34.6,8,Low,Clear,City Road,Car,Saturday,Night,21.5
7.06,8.0,6,High,Rainy,City Road,Car,Tuesday,Evening,68.8
14.02,21.9,8,High,Clear,Rural Road,Car,Monday,Afternoon,50.6
19.13,72.9,10,Low,Clear,Highway,Bike,Wednesday,Morning,21.2
19.51,33.1,12,Medium,Clear,City Road,Car,Friday,Night,45.7
8.08,55.6,4,Low,Stormy,Highway,Car,Wednesday,Night,20.9
15.86,62.7,6,Medium,Rainy,Highway,Car,Saturday,Afternoon,24.3
15.12,8.0,12,High,Clear,City Road,Car,Thursday,Evening,128.5
30.7,10.9,18,Medium,Stormy,City Road,Bike,Sunday,Morning,185.8
15.9,73.0,6,Low,Clear,Highway,Car,Sunday,Morning,22.5
16.44,18.8,10,Medium,Clear,City Road,Bus,Thursday,Evening,61.4
21.27,48.8,6,High,Clear,Highway,Bike,Saturday,Night,34.2
5.64,81.9,4,Low,Clear,Highway,Bus,Thursday,Night,8.8
12.5,86.8,4,Low,Clear,Highway,Bike,Monday,Afternoon,8.8
28.28,35.1,12,Low,Rainy,Rural Road,Car,Wednesday,Morning,59.9
28.6,59.8,12,Medium,Clear,Highway,Truck,Wednesday,Evening,40.3
9.53,50.2,4,Medium,Rainy,Highway,Bus,Sunday,Evening,27.7
27.86,22.8,16,High,Clear,City Road,Bike,Saturday,Night,88.3
10.35,37.5,6,High,Clear,Highway,Car,Tuesday,Morning,30.3
14.31,28.4,6,High,Clear,Rural Road,Car,Monday,Evening,45.5
4.44,12.1,2,High,Rainy,Rural Road,Bike,Thursday,Evening,28.3
24.62,38.6,10,Low,Rainy,Rural Road,Car,Thursday,Evening,48.6
10.06,20.3,11,Medium,Clear,City Road,Bike,Saturday,Morning,31.1
5.0,73.2,5,Low,Clear,Highway,Car,Tuesday,Morning,6.6
11.23,43.4,6,Low,Clear,Rural Road,Bike,Saturday,Evening,16.4
2.44,40.3,1,High,Foggy,Highway,Car,Wednesday,Morning,19.1
17.24,67.5,9,Medium,Clear,Highway,Car,Wednesday,Evening,20.4
22.15,34.1,6,High,Rainy,Highway,Car,Wednesday,Morning,57.6
6.55,73.3,4,Medium,Clear,Highway,Bus,Sunday,Night,12.1
6.41,28.2,8,Medium,Clear,City Road,Bike,Wednesday,Afternoon,21.2
16.55,22.3,14,Medium,Rainy,City Road,Truck,Thursday,Afternoon,58.4
17.68,62.6,10,Low,Clear,Rural Road,Bike,Sunday,Afternoon,19.9
8.31,51.6,3,Low,Clear,Rural Road,Bus,Monday,Afternoon,20.9
7.08,23.6,5,Medium,Stormy,Rural Road,Bike,Thursday,Evening,37.5
20.02,34.3,12,Low,Clear,City Road,Bus,Friday,Evening,42.3
4.71,8.0,7,High,Clear,City Road,Truck,Sunday,Evening,49.8
9.23,41.8,10,Low,Clear,City Road,Bike,Monday,Night,14.5
6.98,48.2,4,Low,Clear,Rural Road,Car,Saturday,Morning,16.3
16.41,41.2,7,High,Rainy,Highway,Bike,Saturday,Night,38.3
7.31,44.0,6,Low,Clear,Rural Road,Car,Wednesday,Evening,15.4
21.49,8.0,16,High,Stormy,City Road,Car,Saturday,Afternoon,186.6
9.02,60.6,5,Medium,Rainy,Highway,Bike,Thursday,Night,12.8
14.81,60.7,6,Low,Stormy,Highway,Bus,Friday,Evening,27.7
7.39,12.9,7,Medium,Foggy,City Road,Car,Wednesday,Morning,44.4
13.28,17.8,9,Medium,Foggy,Rural Road,Car,Tuesday,Morning,63.4
7.95,37.6,5,High,Rainy,Highway,Bus,Saturday,Evening,33.1
6.19,8.2,8,High,Clear,City Road,Car,Tuesday,Evening,59.7
17.62,25.7,12,Medium,Clear,City Road,Car,Tuesday,Morning,47.2
7.27,25.7,5,Medium,Rainy,Rural Road,Bike,Sunday,Evening,23.5
7.35,65.8,5,Low,Clear,Highway,Bus,Sunday,Evening,16.3
12.63,61.7,7,Medium,Rainy,Highway,Bike,Friday,Night,16.7
13.88,49.8,8,High,Clear,Highway,Bike,Friday,Evening,26.6
6.06,19.2,8,Medium,Foggy,City Road,Car,Wednesday,Night,28.2
15.69,57.6,9,Medium,Clear,Highway,Car,Friday,Morning,24.1
7.62,35.8,6,Medium,Stormy,Rural Road,Bus,Friday,Night,33.6
5.17,14.5,8,High,Clear,City Road,Bus,Thursday,Afternoon,40.8
9.97,48.0,2,High,Clear,Highway,Car,Friday,Evening,24.3
9.88,24.7,10,Low,Foggy,City Road,Car,Thursday,Night,34.8
14.97,33.5,14,Low,Foggy,City Road,Car,Sunday,Night,41.7
31.33,16.9,16,Medium,Rainy,City Road,Car,Friday,Morning,122.7
12.51,20.6,7,Medium,Stormy,Rural Road,Car,Wednesday,Morning,54.9
16.12,16.2,12,Medium,Clear,City Road,Car,Friday,Evening,63.2
4.37,33.5,9,Low,Foggy,City Road,Bus,Tuesday,Night,20.6
22.05,65.8,8,Medium,Clear,Highway,Car,Tuesday,Evening,32.7
10.91,27.1,9,Medium,Clear,City Road,Bike,Saturday,Morning,31.2
5.43,62.2,4,Medium,Clear,Highway,Bike,Friday,Morning,9.6
21.59,36.6,8,Medium,Clear,Rural Road,Bus,Monday,Evening,46.0
11.18,13.1,7,Medium,Rainy,City Road,Truck,Wednesday,Evening,62.3
19.67,33.4,16,Medium,Rainy,City Road,Car,Sunday,Night,48.4
33.21,19.3,15,High,Clear,Rural Road,Car,Friday,Evening,120.4
4.65,8.0,10,Medium,Stormy,City Road,Bike,Sunday,Afternoon,55.6
7.44,20.1,10,Medium,Clear,City Road,Car,Thursday,Morning,33.7
17.78,42.3,9,Medium,Clear,Rural Road,Car,Monday,Night,33.3
11.61,53.3,7,Low,Rainy,Rural Road,Car,Tuesday,Night,20.4
2.57,65.2,2,Low,Clear,Highway,Bus,Monday,Morning,10.2
9.34,67.2,5,Medium,Clear,Highway,Car,Saturday,Afternoon,10.2
10.22,23.0,5,High,Rainy,Rural Road,Car,Saturday,Afternoon,36.5
11.19,68.3,3,Medium,Clear,Highway,Car,Thursday,Evening,16.0
7.28,83.6,3,Low,Clear,Highway,Bike,Saturday,Night,4.6
25.13,37.1,13,Medium,Rainy,Rural Road,Car,Thursday,Morning,50.9
4.37,81.7,1,Low,Clear,Highway,Bus,Saturday,Night,3.5
14.37,49.0,4,Medium,Foggy,Highway,Bike,Friday,Morning,29.2
8.36,11.3,10,High,Rainy,City Road,Car,Thursday,Night,59.3
8.01,55.2,3,Medium,Clear,Highway,Car,Friday,Evening,14.0
23.31,53.5,10,Medium,Clear,Highway,Bus,Wednesday,Morning,37.7
9.91,36.9,11,Low,Clear,City Road,Bus,Saturday,Evening,26.1
14.42,23.1,12,Medium,Rainy,City Road,Car,Sunday,Afternoon,47.0
18.44,34.8,8,High,Clear,Rural Road,Car,Tuesday,Afternoon,44.2
11.92,8.0,12,Medium,Stormy,City Road,Car,Friday,Morning,109.8
23.49,28.4,15,Medium,Clear,City Road,Car,Monday,Evening,57.8
5.1,25.4,8,Medium,Rainy,City Road,Car,Wednesday,Night,22.2
14.91,31.8,11,Low,Clear,City Road,Car,Friday,Evening,33.8
31.52,81.0,13,Low,Clear,Highway,Car,Tuesday,Night,30.4
14.22,41.7,11,Low,Clear,City Road,Bus,Tuesday,Afternoon,28.9
3.79,9.7,5,Medium,Rainy,City Road,Bus,Wednesday,Evening,36.9
15.21,10.1,8,High,Stormy,Rural Road,Bus,Monday,Night,116.1
25.7,31.7,16,Medium,Clear,City Road,Bike,Friday,Afternoon,59.0
9.41,29.9,6,Low,Clear,City Road,Bike,Monday,Evening,22.5
9.35,39.7,6,Low,Clear,Rural Road,Car,Wednesday,Morning,17.5
17.38,73.5,10,Low,Clear,Highway,Bike,Wednesday,Evening,22.0
15.65,47.2,5,High,Foggy,Highway,Car,Sunday,Night,37.9
12.17,38.3,6,Medium,Foggy,Rural Road,Bike,Sunday,Night,28.6
7.59,20.7,4,High,Foggy,Rural Road,Truck,Monday,Afternoon,42.9
8.82,11.1,12,High,Clear,City Road,Bus,Tuesday,Evening,69.0
6.32,76.9,5,Low,Clear,Highway,Car,Saturday,Evening,7.8
3.55,62.4,1,Medium,Rainy,Highway,Bike,Wednesday,Night,6.4
22.06,8.0,14,High,Clear,City Road,Car,Friday,Night,182.1
17.9,42.8,12,Medium,Rainy,Rural Road,Car,Sunday,Night,34.3
16.92,35.5,11,Low,Clear,City Road,Car,Tuesday,Night,37.6
16.74,24.3,8,High,Clear,Rural Road,Car,Sunday,Afternoon,50.2
10.41,37.5,5,High,Foggy,Highway,Bike,Monday,Afternoon,33.0
9.62,82.4,3,Medium,Clear,Highway,Car,Tuesday,Afternoon,7.2
5.46,14.2,11,Medium,Stormy,City Road,Car,Thursday,Afternoon,42.4
18.74,49.8,8,Low,Clear,Rural Road,Truck,Sunday,Night,30.0
41.84,51.6,14,High,Clear,Highway,Bike,Thursday,Night,56.6
14.84,30.0,10,Medium,Clear,City Road,Car,Monday,Night,39.8
20.25,34.7,14,Low,Clear,City Road,Bike,Tuesday,Evening,32.0
20.3,63.4,7,Medium,Clear,Highway,Bike,Saturday,Morning,22.5
26.63,8.0,16,High,Clear,City Road,Car,Thursday,Morning,219.3
7.01,48.6,4,High,Rainy,Highway,Bike,Monday,Afternoon,25.5
4.42,56.9,1,Low,Foggy,Highway,Bus,Thursday,Evening,12.0
13.2,45.2,10,Low,Clear,City Road,Car,Wednesday,Afternoon,19.6
10.97,47.3,5,High,Clear,Highway,Car,Monday,Evening,28.0
39.83,11.2,21,High,Clear,City Road,Car,Tuesday,Night,232.1
6.38,40.4,3,Medium,Rainy,Rural Road,Bus,Sunday,Afternoon,26.1
31.26,38.9,13,Medium,Rainy,Rural Road,Car,Friday,Night,68.3
11.03,19.6,9,Medium,Clear,City Road,Car,Monday,Evening,39.3
5.93,73.7,4,Medium,Clear,Highway,Truck,Monday,Night,14.9
